fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,TSNE1,TSNE2
Troy Mandaloniz,"5' 9""",170 lbs.,,Orthodox,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0,-3.930455,38.099945
Jon Manley,"6' 1""",170 lbs.,,Orthodox,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0,6.3848724,-21.195177
Melchor Manibusan,"5' 5""",154 lbs.,,Southpaw,1.58,0.54,5.79,0.15,0.0,0.0,0.0,0.0,43.7106,-29.49723
Melvin Manhoef,"5' 9""",185 lbs.,,Orthodox,3.52,0.48,2.64,0.51,0.33,0.25,0.78,0.0,14.165228,6.592617
Chris Manuel,"5' 9""",135 lbs.,,Orthodox,2.53,0.4,2.67,0.66,1.0,0.2,1.0,0.0,-7.714962,-6.0254145
Steve Mann,"6' 1""",170 lbs.,,,3.18,0.7,0.66,0.57,1.64,1.0,0.6,0.0,-18.487047,-0.2988765
Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,3.219976,-9.031667
Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,19.481897,-4.4634457
Jose Maria,"5' 5""",125 lbs.,,Orthodox,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3,-12.419803,11.911419
Enrique Marin,"5' 10""",170 lbs.,,,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0,-24.475712,14.148823
Marcos Mariano,"6' 1""",155 lbs.,"76""",Switch,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0,-7.776193,-50.054607
Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,-29.074137,24.04502
Rory Markham,"6' 0""",170 lbs.,"71""",Orthodox,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,63.74158,-12.2155485
Christina Marks,"5' 7""",125 lbs.,"69""",Orthodox,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0,-30.021582,45.952896
Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2,-0.26342052,4.4811974
Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,-24.118544,6.8183837
Danilo Marques,"6' 6""",205 lbs.,"77""",Orthodox,1.81,0.88,1.41,0.5,4.83,0.34,0.0,1.2,-43.143185,27.323727
Carmelo Marrero,"6' 0""",205 lbs.,"73""",Orthodox,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,-38.841118,19.688446
Julian Marquez,"6' 2""",185 lbs.,"72""",Orthodox,3.5,0.4,2.98,0.52,0.0,0.0,0.53,3.4,1.5780964,-0.96305174
John Marsh,"6' 0""",265 lbs.,,Orthodox,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4,-15.898594,-21.34993
Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,-11.106863,-16.896542
Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,25.294304,-27.268772
Doug Marshall,"5' 10""",205 lbs.,,Orthodox,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4,36.465603,22.634663
Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,-24.68876,26.129168
Joe Martin,"5' 9""",170 lbs.,,,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0,-5.3649716,-46.686325
Michal Martinek,"6' 2""",230 lbs.,,Southpaw,2.45,0.53,4.29,0.51,0.0,0.0,0.0,0.0,26.003897,-28.480688
Mallory Martin,"5' 4""",115 lbs.,"63""",Orthodox,3.99,0.59,5.53,0.58,3.37,0.63,0.25,0.5,0.3999482,43.389812
Anthony Rocco Martin,"6' 0""",170 lbs.,"73""",Orthodox,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,-11.232442,-12.402358
Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,-6.9700737,36.321526
Henry Martinez,"5' 7""",155 lbs.,"69""",Southpaw,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,21.813444,-25.821619
Alonzo Martinez,"5' 10""",155 lbs.,,,3.07,0.27,7.33,0.52,0.0,0.0,0.0,0.0,53.10633,-11.50433
Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,4.27,0.46,3.81,0.58,0.48,0.37,0.63,0.0,28.153412,2.0885093
Andrew Martinez,"5' 9""",215 lbs.,,,3.4,0.31,2.3,0.47,1.5,0.5,0.0,0.0,-1.1690677,10.232734
Roque Martinez,"5' 10""",250 lbs.,"72""",Orthodox,2.67,0.51,4.68,0.59,0.62,0.5,0.16,0.0,23.641941,-16.299314
Mana Martinez,"5' 10""",135 lbs.,"70""",Orthodox,2.11,0.62,1.27,0.5,0.0,0.0,0.0,6.3,-61.94572,-0.82237786
Poppies Martinez,"5' 9""",145 lbs.,,,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2,-63.15175,1.2964747
Wagner da Conceicao Martins,"6' 7""",390 lbs.,,Orthodox,1.91,0.37,5.43,0.42,2.2,1.0,1.0,0.0,17.0705,-16.315687
Adriano Martins,"5' 10""",155 lbs.,"72""",Southpaw,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,-20.552843,-21.67854
Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,24.155228,-22.469748
Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,-10.572362,-18.171072
Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,-20.54641,15.477872
Shoji Maruyama,"5' 7""",139 lbs.,,Orthodox,1.4,0.63,0.27,0.55,0.0,0.0,0.54,0.0,-19.25686,-43.52398
Bristol Marunde,"6' 1""",170 lbs.,"75""",Orthodox,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,7.7272067,-21.962666
Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4,3.9432013,22.339132
Tiffany Masters,"5' 3""",115 lbs.,"65""",Orthodox,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0,-18.666792,30.77459
Tateki Matsuda,"5' 7""",125 lbs.,,Orthodox,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,14.29073,-25.64053
Naoki Matsushita,"5' 6""",155 lbs.,,Orthodox,3.3,0.32,2.2,0.63,1.5,1.0,0.0,0.0,-1.2340336,10.125301
AJ Matthews,"5' 11""",185 lbs.,,,5.11,0.52,4.96,0.51,0.0,0.0,1.0,0.0,42.491325,6.736986
Koichiro Matsumoto,"5' 7""",145 lbs.,,,1.9,0.26,3.5,0.31,0.0,0.0,0.0,0.0,6.007871,-42.074596
Daijiro Matsui,"5' 9""",200 lbs.,,Orthodox,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4,-29.11446,-13.125194
Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6,-25.62783,7.1262465
Claudio Mattos,,185 lbs.,,Orthodox,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,2.6523933,-53.460213
Miranda Maverick,"5' 3""",125 lbs.,"65""",Southpaw,9.8,0.51,6.0,0.62,0.0,0.0,0.0,0.0,58.955345,5.8970423
Nick Maximov,"6' 0""",220 lbs.,"76""",Southpaw,2.47,0.58,0.33,0.58,2.0,0.4,0.0,0.0,-19.50407,-1.3203739
Vladimir Matyushenko,"6' 0""",205 lbs.,"74""",Orthodox,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,-35.04266,19.40042
Elaina Maxwell,"5' 8""",145 lbs.,,Orthodox,2.07,0.6,2.4,0.53,0.0,0.0,0.5,1.0,-13.060372,-28.93091
Al Matavao,"5' 8""",205 lbs.,"67""",Orthodox,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0,57.472706,4.676454
Jack May,"6' 8""",255 lbs.,,Switch,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0,0.6379962,-20.622267
Don'Tale Mayes,"6' 6""",260 lbs.,"81""",Orthodox,4.13,0.45,4.46,0.43,0.23,0.2,0.59,0.0,32.687622,-7.8199635
Brooke Mayo,"5' 7""",125 lbs.,,,1.92,0.34,3.2,0.63,3.2,0.6,0.0,2.1,-27.752768,14.643273
Gina Mazany,"5' 6""",125 lbs.,"68""",Southpaw,3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3,-24.034903,41.895943
Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,-29.076694,22.804703
Scott McAfee,"5' 8""",155 lbs.,,Orthodox,0.0,0.0,1.33,0.5,0.0,0.0,0.0,0.0,-14.853716,-51.080067
Sabina Mazo,"5' 7""",135 lbs.,"70""",Orthodox,6.56,0.44,3.91,0.6,0.81,0.8,0.66,0.2,40.284084,17.416693
Michael McBride,"6' 1""",155 lbs.,,Orthodox,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,45.175438,-5.3609185
Bobby McAndrews,,,,Orthodox,2.56,0.83,1.03,0.5,0.0,0.0,0.33,7.7,-62.65604,-0.06142894
Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,-3.931954,27.21516
Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,5.15,0.5,4.28,0.65,1.64,0.29,0.28,0.7,26.652836,27.81682
Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,-43.86326,-0.5113291
Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,-54.16977,4.3448143
Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,-23.929598,27.55984
Tamdan McCrory,"6' 4""",185 lbs.,"76""",Switch,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,-44.77874,10.756896
Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,-23.20916,-16.295773
Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,-14.591539,-10.502613
Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0,-2.9455774,-12.38613
Robert McDaniel,"6' 3""",185 lbs.,"75""",Southpaw,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,-36.295685,-9.694998
Josh McDonald,,185 lbs.,,,0.8,0.57,3.4,0.33,9.0,0.5,0.0,0.0,-37.343967,45.909607
Miles McDonald,"5' 7""",115 lbs.,,,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0,36.58735,8.034113
Justin McElfresh,"6' 6""",205 lbs.,,Orthodox,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0,65.91102,-8.444771
Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,27.305353,26.971836
Liam McGeary,"6' 6""",205 lbs.,,,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5,-48.4336,-10.186946
Gan McGee,"6' 10""",265 lbs.,,Orthodox,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,-18.200052,-17.463005
Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,4.9,0.36,3.94,0.61,1.6,0.21,0.63,0.4,20.391447,29.280695
Ryan McGillivray,"5' 11""",170 lbs.,,,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0,-4.8978,-43.08183
Ryan McGivern,"6' 0""",185 lbs.,,Orthodox,2.22,0.29,2.22,0.57,0.0,0.0,0.0,0.0,6.177822,-34.52824
Conor McGregor,"5' 9""",155 lbs.,"74""",Southpaw,5.32,0.49,4.54,0.54,0.7,0.55,0.67,0.0,40.403633,9.503423
Greg McIntyre,"5' 10""",155 lbs.,,Orthodox,0.79,0.3,1.36,0.41,5.09,0.5,0.0,0.0,-41.17248,34.43059
AJ McKee,"5' 10""",145 lbs.,,,2.75,0.32,0.92,0.8,11.01,1.0,1.0,11.0,-61.511246,10.3927
Antonio McKee,"5' 8""",155 lbs.,,Southpaw,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0,-31.575603,-16.451046
Rhys McKee,"6' 2""",170 lbs.,"78""",Orthodox,6.83,0.53,11.9,0.43,0.0,0.0,0.2,0.0,61.879,-1.0415297
Tim McKenzie,"6' 0""",185 lbs.,"74""",Orthodox,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,-50.608097,-13.488569
Terrance McKinney,"5' 11""",145 lbs.,"74""",Switch,1.17,0.5,0.59,0.66,4.4,0.33,0.0,0.0,-42.151676,33.967842
Cory McKenna,"5' 3""",115 lbs.,"58""",Orthodox,3.47,0.44,3.03,0.45,0.5,0.5,0.71,0.0,12.500281,7.322418
Cody McKenzie,"6' 0""",155 lbs.,"72""",Switch,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,-47.073803,11.790637
Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,-5.2731485,6.1903296
Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,-35.766502,32.574356
Daniel McWilliams,"6' 1""",185 lbs.,,,3.36,0.77,0.0,0.0,0.0,0.0,1.0,21.6,-66.39715,3.8521585
James McSweeney,"6' 4""",230 lbs.,"77""",Switch,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,29.127941,-2.798804
Tim Means,"6' 2""",170 lbs.,"75""",Orthodox,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,23.15999,26.538294
Kaline Medeiros,"5' 3""",115 lbs.,,,2.06,0.7,0.29,0.83,4.41,1.0,0.0,4.4,-55.232925,9.590102
Anistavio Medeiros,"5' 6""",145 lbs.,,Orthodox,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,34.44552,-14.054275
Yancy Medeiros,"5' 10""",155 lbs.,"75""",Orthodox,4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5,37.521355,-9.274716
Uros Medic,"6' 1""",155 lbs.,"71""",Southpaw,19.91,0.77,0.52,0.86,0.0,0.0,1.0,0.0,61.23621,7.1777453
Emil Meek,"5' 11""",170 lbs.,"74""",Switch,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,-11.653683,-13.9333315
Sanford Alton Meeks,"6' 5""",265 lbs.,"75""",Orthodox,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0,-39.198135,44.279793
Frank Megallon,"5' 10""",185 lbs.,,Southpaw,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0,42.487686,-32.371494
Bryce Mejia,"6' 1""",170 lbs.,,,3.49,0.62,6.98,0.5,0.0,0.0,0.0,0.0,51.83082,-11.173592
Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7,-11.882426,13.054054
Derrick Mehmen,"6' 4""",205 lbs.,,,1.93,0.14,4.53,0.48,1.0,0.16,0.0,0.0,10.268557,-18.45516
Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,-0.12583204,12.8625
Miika Mehmet,,205 lbs.,,Orthodox,0.33,0.12,7.29,0.24,0.0,0.0,0.0,0.0,51.22011,-29.587172
Brian Melancon,"5' 8""",170 lbs.,,Orthodox,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0,14.708994,30.61323
Brandon Melendez,"5' 11""",155 lbs.,,Southpaw,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0,-18.90368,-46.932804
Fabio Mello,"5' 5""",155 lbs.,,Southpaw,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0,6.4129515,-49.216244
Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,-0.29679123,13.28288
Vanessa Melo,"5' 5""",135 lbs.,"65""",Orthodox,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,43.969425,-14.021965
Antonio Mendes,"6' 3""",205 lbs.,"77""",Southpaw,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,3.5914347,46.0441
Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,-11.081194,19.22436
Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,-30.087862,34.25608
Eddie Mendez,"5' 10""",185 lbs.,,,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,5.9235663,-42.477623
Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,3.34,0.47,3.72,0.45,0.0,0.0,0.85,0.0,18.397303,-24.536987
Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,-11.536215,-12.395266
Steve Mensing,"5' 11""",185 lbs.,,Orthodox,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0,64.37083,-16.452597
Dave Menne,"5' 10""",170 lbs.,,Orthodox,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,-46.862106,-10.946236
Adam Meredith,"6' 2""",170 lbs.,,,2.63,0.5,2.11,0.55,7.89,1.0,1.0,7.9,-59.95358,10.735902
Joe Merritt,"6' 0""",170 lbs.,,Orthodox,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,-18.524225,-42.580986
Jonathan Meunier,"6' 3""",170 lbs.,,Switch,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,-13.899748,-4.3616776
Jeremiah Metcalf,"6' 1""",185 lbs.,,Orthodox,1.74,0.59,0.27,0.6,4.02,0.66,1.0,2.0,-46.388676,25.750818
Yaotzin Meza,"5' 9""",145 lbs.,"71""",Orthodox,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,-35.917328,-10.326127
Guy Mezger,"6' 1""",200 lbs.,,Orthodox,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,-21.283855,-28.1856
David Michaud,"5' 9""",155 lbs.,,Orthodox,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,-1.7918605,36.494358
Andreas Michailidis,"6' 0""",185 lbs.,"76""",Orthodox,4.6,0.5,3.6,0.63,0.0,0.0,0.0,0.0,29.753023,8.228881
Kristof Midoux,"6' 1""",220 lbs.,,Orthodox,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0,1.2962497,-48.47628
Zachary Micklewright,"6' 0""",155 lbs.,"74""",Southpaw,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0,42.540356,9.064268
Chris Mierzwiak,"6' 1""",185 lbs.,,,1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0,-32.397808,-4.37717
Bojan Mihajlovic,"5' 11""",205 lbs.,"73""",Orthodox,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,45.42046,-30.506025
Billy Miles,"5' 10""",170 lbs.,,Orthodox,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0,-15.217446,-50.779083
Phillip Miller,"5' 11""",185 lbs.,,Orthodox,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,-36.614067,26.348639
Jason Miller,"6' 1""",185 lbs.,,Orthodox,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,-34.88328,-8.288398
Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,-39.255646,-1.9724438
Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0,12.165139,9.1067095
Pat Miletich,"5' 10""",170 lbs.,,Orthodox,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,-30.34472,-4.26877
Cole Miller,"6' 1""",145 lbs.,"73""",Orthodox,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,5.414308,-1.7875237
Chris Mickle,"5' 9""",145 lbs.,,Orthodox,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0,62.614216,-10.208306
Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,-11.503255,7.657325
Micah Miller,"6' 0""",145 lbs.,,Orthodox,1.33,0.33,2.15,0.54,0.98,0.37,0.21,2.0,-46.590294,-8.491254
Henry Miller,"5' 7""",270 lbs.,,Southpaw,1.25,0.36,2.16,0.54,0.55,0.25,0.6,0.0,-22.13792,-18.552322
Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,-5.4141603,-11.268601
Eddy Millis,"6' 1""",185 lbs.,,,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2,-63.55637,-2.465735
Adam Milstead,"6' 3""",205 lbs.,"76""",Orthodox,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,33.618607,-10.853683
Alberto Mina,"6' 0""",170 lbs.,"77""",Orthodox,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,-0.685036,17.532784
Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,4.9,0.52,3.75,0.55,1.92,0.34,0.7,0.0,20.227388,30.218983
Darrick Minner,"5' 7""",145 lbs.,"69""",Orthodox,3.24,0.7,1.4,0.43,3.0,0.62,0.6,3.6,-51.89948,12.268872
Carlton Minus,"5' 10""",170 lbs.,"75""",Orthodox,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,33.029053,-13.204171
Ikuhisa Minowa,"5' 9""",181 lbs.,,Orthodox,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9,-48.39947,-4.288733
Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,-19.417788,-16.273542
Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,-17.980042,13.327196
Damir Mirenic,"6' 0""",185 lbs.,,Orthodox,0.84,0.5,9.86,0.35,0.0,0.0,0.0,0.0,63.906982,-14.833724
Vitor Miranda,"6' 1""",185 lbs.,"77""",Orthodox,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,4.2373056,7.077551
Toby Misech,"5' 8""",145 lbs.,,Southpaw,3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0,53.91141,-11.031012
Kazuo Misaki,"5' 8""",183 lbs.,,Orthodox,2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6,-7.165949,-3.9995646
Dokonjonosuke Mishima,"5' 7""",155 lbs.,,Southpaw,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,-42.804874,6.2317467
Danny Mitchell,"6' 2""",170 lbs.,,Orthodox,2.53,0.49,2.53,0.52,0.0,0.0,1.0,3.0,-44.59244,-14.139094
Brad Mitchell,"5' 11""",145 lbs.,,,1.15,0.33,4.2,0.52,0.0,0.0,1.0,1.9,-3.594285,-27.181532
David Mitchell,"6' 0""",170 lbs.,"75""",Orthodox,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,-46.509163,-9.977274
Maurice Mitchell,"5' 9""",145 lbs.,,Orthodox,3.8,0.55,3.54,0.6,0.0,0.0,1.0,0.0,20.140877,4.8285284
Clay Mitchell,"6' 2""",185 lbs.,,,1.63,0.85,0.0,0.0,0.0,0.0,1.0,4.1,-58.718533,-9.813996
Bryce Mitchell,"5' 10""",145 lbs.,"70""",Southpaw,2.29,0.61,1.46,0.6,3.26,0.46,0.33,2.3,-44.509674,12.26793
Roman Mitichyan,"5' 10""",170 lbs.,,Orthodox,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,-44.855114,-2.1535883
Eiji Mitsuoka,"5' 7""",145 lbs.,,Southpaw,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,-40.849075,12.094589
Matt Mitrione,"6' 3""",265 lbs.,"82""",Switch,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,12.592224,1.6375576
Motoki Miyazawa,"5' 11""",168 lbs.,,Southpaw,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0,7.204462,-46.702038
Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,-26.570034,0.50989765
Tomoya Miyashita,"5' 7""",139 lbs.,,Southpaw,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0,-44.972202,24.420387
Kazuyuki Miyata,"5' 8""",139 lbs.,,Orthodox,2.04,0.52,1.82,0.63,4.31,0.46,0.68,0.0,-36.51786,31.931395
Takeya Mizugaki,"5' 7""",135 lbs.,"69""",Orthodox,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,3.2405407,16.36212
Tatsuya Mizuno,"6' 1""",205 lbs.,,Southpaw,2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6,-55.25824,-1.6611134
Bobby Moffett,"5' 10""",145 lbs.,"73""",Orthodox,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,-12.97501,31.860489
Roxanne Modafferi,"5' 7""",125 lbs.,"69""",Orthodox,3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1,20.970879,-11.750467
Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,2.85,0.37,3.88,0.6,1.06,0.33,0.63,1.2,5.6462746,-5.74978
Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,14.353755,8.841823
Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,5.4,0.46,3.74,0.65,1.28,0.53,0.78,0.6,24.873535,27.951656
Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,2.4339495,-17.271803
Suman Mokhtarian,"5' 8""",145 lbs.,"72""",Orthodox,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,47.801174,-22.865828
Dan Molina,"5' 10""",216 lbs.,,,0.0,0.0,5.58,0.6,0.0,0.0,0.0,20.9,-66.8892,3.2717707
Jeff Molina,"5' 6""",125 lbs.,"69""",Orthodox,5.07,0.38,5.53,0.55,0.0,0.0,0.0,0.0,47.872448,2.9563472
Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,-12.319992,-21.265064
Hidetaka Monma,"6' 0""",168 lbs.,,Orthodox,1.67,0.25,9.76,0.34,0.0,0.0,0.0,0.0,63.195637,-13.534148
