fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,TSNE1,TSNE2
Semmy Schilt,"6' 10""",265 lbs.,,Orthodox,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,-14.302492,-37.1147
Colleen Schneider,,135 lbs.,,,2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0,-25.697464,23.23278
Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2,29.905472,-2.9481797
Darrill Schoonover,"6' 2""",220 lbs.,,Orthodox,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,34.9721,-34.325478
Alex Schoenauer,"6' 3""",185 lbs.,,Orthodox,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,-60.55077,-4.3027883
Brian Schwartz,"6' 3""",170 lbs.,,Orthodox,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0,-14.866889,-37.70345
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,-24.098595,33.638355
Pat Schilling,"5' 8""",145 lbs.,,Orthodox,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,58.81516,-15.328893
Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,28.609983,-4.809709
Mike Seal,"6' 4""",185 lbs.,,Orthodox,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0,32.309784,13.432728
Greg Scott,"5' 9""",145 lbs.,,,3.9,0.55,7.79,0.37,11.69,1.0,0.0,0.0,-35.042866,52.316414
Kenneth Seegrist,"6' 0""",185 lbs.,,Orthodox,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4,-65.34533,2.642613
Rony Sefo,"5' 9""",225 lbs.,,Orthodox,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,-17.675592,-50.70277
Matt Secor,"6' 0""",170 lbs.,,,0.51,0.2,0.81,0.5,3.03,1.0,0.0,3.0,-48.397556,6.410121
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,6.4243875,-1.7622459
Ray Sefo,"6' 0""",240 lbs.,,Orthodox,0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0,-11.597566,-45.06773
Brendan Seguin,"6' 0""",185 lbs.,,,2.6,0.45,0.6,0.84,5.0,0.62,1.0,0.0,-35.703426,35.741917
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,1.47,0.37,2.4,0.57,1.0,0.2,0.33,0.0,-21.9225,-16.813026
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,4.7468176,-7.901343
Andrei Semenov,"6' 0""",185 lbs.,,Orthodox,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,-27.912119,-9.696708
Matthew Semelsberger,"6' 1""",170 lbs.,"75""",Switch,7.93,0.5,5.31,0.56,1.97,1.0,1.0,1.0,51.002327,13.393711
Kim In Seok,"5' 6""",145 lbs.,,Orthodox,0.87,0.37,5.19,0.6,0.0,0.0,0.0,0.0,42.633896,-33.639507
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,-12.612716,10.878427
Ray Seraille,"6' 3""",246 lbs.,,,5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0,70.561615,-9.183138
Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,9.628641,25.607283
Ivan Serati,"6' 0""",205 lbs.,,Orthodox,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,43.329292,-33.566265
Nicholas Sergiacomi,,170 lbs.,,,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0,30.15788,6.8711348
Nick Serra,"5' 9""",170 lbs.,,Orthodox,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,-51.773605,-7.7798514
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,-34.819263,19.970968
Carl Seumanutafa,"6' 1""",255 lbs.,,Orthodox,0.0,0.0,3.33,0.75,0.0,0.0,0.0,0.0,1.4583124,-53.83509
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,-22.559004,11.025052
Scott Shaffer,"5' 7""",145 lbs.,,Orthodox,2.4,0.67,0.53,0.5,0.0,0.0,0.72,3.0,-47.02009,-16.997429
Rosi Sexton,"5' 3""",135 lbs.,,Orthodox,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,51.97853,-8.481043
Leon Shahbazyan,"6' 4""",170 lbs.,"74""",Orthodox,6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,54.027218,4.365625
Edmen Shahbazyan,"6' 2""",185 lbs.,"74""",Orthodox,3.85,0.51,4.31,0.49,4.44,0.4,0.58,0.5,-21.692177,45.16581
Liliya Shakirova,"5' 4""",125 lbs.,"65""",Orthodox,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,8.179155,-33.583076
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,-8.100238,22.893574
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,-42.6833,-4.4380794
Frank Shamrock,"5' 10""",185 lbs.,,Orthodox,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,34.356518,-1.3368906
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,-25.62777,29.11557
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,6.02,0.45,5.55,0.52,0.0,0.0,0.77,0.0,46.461708,6.5162582
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,-35.44424,29.297457
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,4.09,0.56,2.51,0.54,0.65,0.6,0.56,0.7,14.141667,15.216714
Henrique Shiguemoto,"5' 11""",185 lbs.,"72""",Orthodox,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,43.559376,-14.605303
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,2.98,0.5,2.03,0.62,2.21,0.58,0.75,0.3,-26.942759,6.858491
Shunichi Shimizu,"5' 5""",135 lbs.,,Orthodox,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,42.509922,-37.21762
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,-35.474857,12.610065
Wade Shipp,"6' 3""",245 lbs.,,Orthodox,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,24.392233,13.972142
Yuya Shirai,"5' 8""",168 lbs.,,Orthodox,1.02,1.0,4.07,0.55,0.0,0.0,0.0,0.0,7.242447,-48.673084
Alexander Shlemenko,"5' 11""",185 lbs.,,,4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,22.964706,14.957643
Josh Shockley,"6' 1""",155 lbs.,,Orthodox,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,-13.450957,-34.94216
Josh Shockman,"6' 4""",235 lbs.,,Southpaw,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,-17.106365,-46.267597
Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,3.69,0.54,0.59,0.76,5.16,0.46,0.0,1.5,-27.527683,38.7441
Akira Shoji,"5' 8""",195 lbs.,,Orthodox,1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4,-28.101488,-9.417336
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,2.06,0.35,2.4,0.53,0.49,0.5,0.53,0.7,-11.068263,-16.376997
Brandon Shuey,"5' 7""",155 lbs.,,Orthodox,0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,-64.701385,0.42836994
Kiril Sidelnikov,"5' 11""",230 lbs.,,,2.87,0.28,4.48,0.61,0.0,0.0,0.0,0.0,26.750751,-26.999027
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,7.3673925,-6.884723
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,9.001691,0.18303692
Siala Siliga,"6' 1""",290 lbs.,,Orthodox,1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0,-26.996544,-12.663978
Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,-19.066753,13.153316
Xavier Siller,"5' 5""",125 lbs.,,,1.02,0.36,1.53,0.57,3.83,1.0,0.0,0.0,-42.604397,32.34295
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,13.140593,16.274868
Jean Silva,"5' 6""",160 lbs.,,Orthodox,0.73,0.22,2.93,0.52,0.0,0.0,0.0,0.0,1.4578472,-48.160297
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4,-15.726293,-21.28118
Edson Silva,,205 lbs.,,Orthodox,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0,41.42924,-18.672016
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,-10.879282,-3.0118623
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,-9.702655,-3.2079298
Sidney Silva,"6' 3""",170 lbs.,,Southpaw,2.86,0.65,3.3,0.34,3.3,1.0,0.0,0.0,-8.983873,36.64179
Jay Silva,"6' 2""",185 lbs.,,Southpaw,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,-8.89192,-31.921524
Fabio Silva,"5' 11""",205 lbs.,,Orthodox,0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0,47.6195,-33.90705
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,-24.370304,-1.0497105
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,3.14,0.42,3.12,0.43,3.01,0.28,0.66,1.6,-13.597418,32.38881
Wagner Silva,"6' 0""",170 lbs.,,Orthodox,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,0.5091742,-41.85939
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,0.96398497,-4.1350374
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,5.074023,-5.211882
Rafael Silva,"5' 7""",135 lbs.,,,0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0,-15.108404,-38.194725
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,3.92,0.37,4.43,0.56,0.24,0.5,0.64,0.7,30.215044,-2.1142812
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,18.519712,20.613802
Dayana Silva,"5' 7""",135 lbs.,,Orthodox,6.33,0.51,5.93,0.57,0.0,0.0,0.42,0.0,47.28928,6.9176464
Jacob Silva,"5' 5""",125 lbs.,"67""",Orthodox,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0,15.078935,34.364975
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,2.5553145,-21.826601
Douglas Silva de Andrade,"5' 7""",145 lbs.,"68""",Orthodox,3.77,0.38,4.26,0.58,0.7,0.5,0.66,0.0,24.167177,-4.7585917
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,,Orthodox,1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0,-31.863447,53.30385
Jamey Simmons,"5' 6""",145 lbs.,"70""",Orthodox,0.52,0.5,2.08,0.5,0.0,0.0,1.0,0.0,-8.071276,-47.754486
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,2.4737048,19.032835
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,-23.651133,34.962894
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,3.08,0.42,3.13,0.64,6.93,0.54,0.72,0.4,-32.58072,45.073757
Wes Sims,"6' 10""",260 lbs.,,Orthodox,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,-51.05237,-13.007442
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,-32.073715,-18.564325
Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,43.403896,-20.301083
Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2,-11.095142,-36.336494
Rob Sinclair,"5' 8""",155 lbs.,,,1.2,0.33,1.73,0.73,0.0,0.0,0.5,0.0,-11.339305,-43.691353
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,34.916603,-34.474823
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,5.5,0.56,9.98,0.46,1.53,0.2,0.0,0.0,60.691055,-3.4413397
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,-11.054611,-13.59843
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,13.031265,13.390984
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,-40.33931,-3.3908617
Matt Skelton,"6' 3""",265 lbs.,,Orthodox,0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0,-18.049929,-51.166115
Zach Skinner,"5' 6""",145 lbs.,,Orthodox,0.53,0.5,2.4,0.32,5.0,0.27,1.0,1.0,-42.628292,30.522953
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,4.95,0.52,5.05,0.54,1.55,0.5,1.0,1.6,31.10986,24.878042
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,-34.40367,-17.029795
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,41.458683,-25.263414
Josh Smith,"6' 0""",155 lbs.,,Orthodox,0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0,-53.956924,-10.124178
Brian Sleeman,"5' 8""",185 lbs.,,,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0,-31.923807,48.039547
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,-4.730046,18.335875
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7,24.998423,-19.265144
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,-40.6624,24.996277
Gilbert Smith,"5' 9""",185 lbs.,,Southpaw,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,-40.747055,20.803898
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,5.64,0.55,2.65,0.59,0.74,1.0,1.0,0.7,20.86158,19.86584
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,58.14571,2.104728
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,-41.32989,10.000364
Walter Smith-Cotito,"5' 8""",135 lbs.,,,2.95,0.36,3.53,0.68,2.16,0.33,0.57,0.0,-9.23791,21.23757
Nate Smith,"5' 6""",125 lbs.,"69""",Switch,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3,-51.30234,-11.544108
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,9.399901,-44.26166
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,9.078831,26.923416
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,-35.893322,45.90453
Devin Smyth,"5' 10""",170 lbs.,"72""",Switch,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0,1.3751497,45.40566
Denis Sobolev,"6' 3""",216 lbs.,,Orthodox,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0,46.677284,-34.98888
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,-44.863495,10.920829
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,-19.934208,5.886896
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,-22.938879,8.597208
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3,-23.90374,36.99971
Chris Solomon,"5' 11""",155 lbs.,,,0.0,0.0,2.8,0.37,0.0,0.0,0.33,0.0,-1.2691737,-52.66527
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,-27.282965,33.11704
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,4.39,0.46,4.37,0.54,0.0,0.0,0.5,0.0,32.794437,-7.035473
Song Yadong,"5' 8""",145 lbs.,"67""",Orthodox,4.35,0.42,3.64,0.57,0.59,0.75,0.56,0.4,26.41604,3.3321128
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,52.796745,-2.9568236
Emiliano Sordi,"6' 2""",205 lbs.,,Orthodox,4.79,0.5,4.79,0.48,0.0,0.0,1.0,8.3,-62.3488,2.0582361
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,4.46,0.43,2.86,0.52,2.6,0.66,0.0,0.0,-0.58872855,27.225615
Sean Soriano,"5' 9""",145 lbs.,,Orthodox,3.15,0.61,2.31,0.52,1.27,0.42,0.55,0.0,0.7914651,10.348238
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,-50.84327,13.046108
Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,26.130224,-28.864548
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,-6.818684,6.7734876
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,-31.532488,13.147016
Alex Soto,"5' 8""",135 lbs.,,Southpaw,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,0.41255942,40.909016
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,10.157968,-0.004855427
Mario Soto,"6' 0""",145 lbs.,,,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0,41.88242,-31.069763
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,40.585884,-7.731351
Bobby Southworth,"6' 2""",205 lbs.,,Orthodox,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,-41.883034,28.547916
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,14.400837,-11.60697
Edimilson Souza,"6' 0""",145 lbs.,"74""",Orthodox,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,27.132587,12.36691
Chris Spang,"6' 2""",170 lbs.,,Orthodox,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,-13.580082,-33.541294
Mario Souza,"6' 3""",185 lbs.,"79""",Orthodox,3.4,0.6,0.93,0.54,0.0,0.0,0.0,1.0,-25.091063,-34.189297
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,2.06,0.45,3.38,0.62,2.4,0.44,0.4,1.2,-20.967113,14.772017
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,2.53,0.46,2.85,0.62,2.55,0.39,0.6,1.4,-29.973032,14.050632
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,3.55,0.45,3.45,0.47,1.72,0.41,0.6,1.7,-10.373073,10.14798
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0,16.988049,-14.632399
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,29.873507,2.000969
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3,22.427177,-13.781892
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8,-10.667984,10.197165
Nick Sperling,,135 lbs.,,,1.4,0.25,1.4,0.66,0.0,0.0,0.0,0.0,-13.389833,-42.53557
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4,-34.039715,9.427623
Waachiim Spiritwolf,"5' 8""",170 lbs.,,,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,61.025326,2.4402797
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,22.199036,-15.136528
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,43.387596,-6.36495
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3,-23.30116,39.48894
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,-45.84695,-15.582756
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,-22.886652,-24.531801
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,-15.324331,33.96169
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,-25.336636,37.142895
Andreas Stahl,"5' 11""",170 lbs.,,Orthodox,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,15.74337,-12.79926
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,16.411297,-25.16054
Bobby Stack,"5' 9""",155 lbs.,,Orthodox,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0,-37.341045,44.804054
Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,-14.508286,-10.851517
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,4.14,0.48,3.18,0.63,3.03,0.46,0.8,0.0,-1.5209128,28.695253
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,14.139874,4.416887
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,10.252036,-2.294734
Dion Staring,"6' 1""",235 lbs.,,Orthodox,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,41.330795,-33.629753
Lucas Stark,,155 lbs.,,,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0,-33.547318,50.93235
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,13.804378,-14.053533
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,-23.459305,1.6033365
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,-22.442795,20.142067
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,4.4,0.34,4.58,0.53,0.25,0.2,0.57,0.0,33.625042,-6.753342
Ricky Steele,"5' 9""",135 lbs.,"74""",Orthodox,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0,17.719164,7.134656
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,-25.980284,24.891878
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.772842,-49.461983
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,18.94441,15.52256
Marc Stevens,"5' 9""",155 lbs.,,,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0,-10.033477,-49.18733
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9,12.885997,21.635931
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,-1.6797457,5.6363897
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,-46.604027,12.167599
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,-33.103233,26.41305
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9,-21.051613,36.80447
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,3.09,0.44,3.09,0.5,1.5,0.4,0.65,0.1,2.2051072,15.2883625
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,-21.639463,-25.425514
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,-22.358053,-15.41119
